Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,223700,-,-,-,40.97,-4.54,1,895,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Relative Humidity,Pressure,Wind Direction,Wind Speed,DHI,DNI,GHI,Solar Zenith Angle,Precipitable Water,Surface Albedo,Fill Flag,Dew Point,Asymmetry,Aerosol Optical Depth,Alpha
2022,4,11,17,30,15,92,728,412,7,60.63,897,188,5.4,219,171,294,63.92,1.7000000000000002,0.2,0,7.4,0.64,0.113,0.8200000000000001
2022,4,11,18,30,13.600000000000001,67,562,211,7,70.04,897,192,4.4,98,14,102,75.13,1.8,0.2,0,8.200000000000001,0.64,0.106,0.85
2022,4,11,19,30,12.200000000000001,25,195,37,6,80.4,897,196,3.7,3,0,3,86.28,1.8,0.2,7,8.9,0.64,0.095,0.88
2022,4,11,20,30,11.3,0,0,0,7,87.93,898,198,3.1,0,0,0,97.47,1.8,0.2,0,9.4,0.64,0.08600000000000001,0.9400000000000001
2022,4,11,21,30,10.600000000000001,0,0,0,7,92.68,898,199,2.9000000000000004,0,0,0,107.83,1.8,0.2,0,9.5,0.64,0.085,0.99
2022,4,11,22,30,9.9,0,0,0,6,95.99000000000001,898,201,2.9000000000000004,0,0,0,117.06,1.8,0.2,0,9.3,0.64,0.085,0.99
2022,4,11,23,30,9.200000000000001,0,0,0,7,97.52,898,208,2.8000000000000003,0,0,0,124.46000000000001,1.7000000000000002,0.2,0,8.8,0.64,0.074,0.97
2022,4,12,0,30,8.3,0,0,0,7,99.14,898,216,2.6,0,0,0,129.17000000000002,1.5,0.2,0,8.200000000000001,0.64,0.058,0.92
2022,4,12,1,30,7.4,0,0,0,8,99.85000000000001,899,216,2.6,0,0,0,130.36,1.4000000000000001,0.2,0,7.4,0.64,0.057,0.89
2022,4,12,2,30,6.6000000000000005,0,0,0,4,99.03,899,214,2.5,0,0,0,127.79,1.3,0.2,0,6.5,0.64,0.057,0.87
2022,4,12,3,30,5.9,0,0,0,1,98.02,900,213,2.2,0,0,0,121.97,1.2000000000000002,0.2,0,5.6000000000000005,0.64,0.057,0.9
2022,4,12,4,30,5.2,0,0,0,1,98.84,900,209,1.9000000000000001,0,0,0,113.79,1.2000000000000002,0.2,0,5,0.64,0.054,0.97
2022,4,12,5,30,4.800000000000001,0,0,0,1,97.61,900,203,1.7000000000000002,0,0,0,104.07000000000001,1.2000000000000002,0.2,0,4.5,0.64,0.052000000000000005,1.04
2022,4,12,6,30,5,0,0,0,1,93.92,900,195,2.1,0,0,0,93.41,1.2000000000000002,0.2,0,4.1000000000000005,0.64,0.053,1.09
2022,4,12,7,30,5.9,36,482,102,1,88.78,900,190,2.7,36,482,102,82.15,1.2000000000000002,0.2,0,4.2,0.64,0.056,1.11
2022,4,12,8,30,7.5,60,743,303,0,81.05,901,195,3.3000000000000003,60,743,303,70.88,1.2000000000000002,0.2,0,4.5,0.64,0.055,1.12
2022,4,12,9,30,9.4,73,864,508,2,69.02,901,204,3.7,296,115,354,59.76,1.2000000000000002,0.2,0,4,0.64,0.052000000000000005,1.12
2022,4,12,10,30,11,83,925,686,0,60.9,901,207,3.8000000000000003,83,925,686,49.28,1.2000000000000002,0.2,0,3.7,0.64,0.053,1.08
2022,4,12,11,30,12.100000000000001,88,962,822,2,57.99,901,205,3.8000000000000003,448,212,609,40.230000000000004,1.2000000000000002,0.2,0,4.1000000000000005,0.64,0.051000000000000004,1.08
2022,4,12,12,30,12.8,90,978,901,2,56.89,901,204,3.7,459,314,719,33.97,1.3,0.2,0,4.5,0.64,0.049,1.07
2022,4,12,13,30,13,91,981,921,2,56.45,901,204,3.6,487,258,706,32.27,1.3,0.2,0,4.5,0.64,0.049,1.05
2022,4,12,14,30,13,89,973,878,8,56.51,901,206,3.4000000000000004,234,625,741,35.81,1.3,0.2,0,4.6000000000000005,0.64,0.049,1.06
2022,4,12,15,30,12.8,85,946,774,8,57.39,901,211,3.2,209,622,662,43.28,1.4000000000000001,0.2,0,4.6000000000000005,0.64,0.05,1.07
2022,4,12,16,30,12.200000000000001,80,899,621,8,59.800000000000004,901,221,2.9000000000000004,279,168,380,52.96,1.4000000000000001,0.2,0,4.6000000000000005,0.64,0.053,1.08
2022,4,12,17,30,11.100000000000001,71,810,430,8,65.15,901,234,2.5,213,69,244,63.730000000000004,1.5,0.2,1,4.800000000000001,0.64,0.059000000000000004,1.09
2022,4,12,18,30,9.700000000000001,57,642,224,9,74.34,902,249,1.7000000000000002,6,0,6,74.94,1.5,0.2,0,5.4,0.64,0.068,1.1
2022,4,12,19,30,8.5,24,257,42,6,85.9,902,266,1.2000000000000002,9,0,9,86.10000000000001,1.5,0.2,7,6.300000000000001,0.64,0.075,1.1
2022,4,12,20,30,7.7,0,0,0,5,91.37,903,283,1.1,0,0,0,97.27,1.5,0.2,0,6.4,0.64,0.078,1.11
2022,4,12,21,30,7.2,0,0,0,5,93.36,904,296,1.2000000000000002,0,0,0,107.60000000000001,1.5,0.2,0,6.2,0.64,0.078,1.11
2022,4,12,22,30,6.7,0,0,0,3,94.72,904,305,1.3,0,0,0,116.79,1.5,0.2,0,5.9,0.64,0.081,1.1300000000000001
2022,4,12,23,30,6.2,0,0,0,1,96.56,904,314,1.3,0,0,0,124.16,1.5,0.2,0,5.7,0.64,0.075,1.1500000000000001
2022,4,13,0,30,5.7,0,0,0,4,98.04,904,322,1.2000000000000002,0,0,0,128.83,1.4000000000000001,0.2,0,5.4,0.64,0.063,1.1500000000000001
2022,4,13,1,30,5.1000000000000005,0,0,0,3,100,904,322,1.2000000000000002,0,0,0,130,1.4000000000000001,0.21,0,5.1000000000000005,0.64,0.064,1.1500000000000001
2022,4,13,2,30,4.800000000000001,0,0,0,4,100,904,323,1.3,0,0,0,127.43,1.4000000000000001,0.21,0,4.800000000000001,0.64,0.065,1.12
2022,4,13,3,30,4.7,0,0,0,4,99.89,904,326,1.4000000000000001,0,0,0,121.62,1.4000000000000001,0.21,0,4.7,0.64,0.062,1.07
2022,4,13,4,30,4.800000000000001,0,0,0,1,98.93,904,326,1.6,0,0,0,113.47,1.3,0.21,0,4.6000000000000005,0.64,0.075,1.07
2022,4,13,5,30,4.9,0,0,0,0,98.11,905,326,1.9000000000000001,0,0,0,103.77,1.3,0.21,0,4.6000000000000005,0.64,0.079,1.06
2022,4,13,6,30,5.1000000000000005,0,0,0,4,96.60000000000001,905,327,2.2,0,0,0,93.12,1.3,0.21,0,4.6000000000000005,0.64,0.074,1.03
2022,4,13,7,30,5.800000000000001,42,430,103,4,93.36,906,332,2.6,12,0,12,81.87,1.3,0.21,7,4.800000000000001,0.64,0.084,1.05
2022,4,13,8,30,7.2,71,695,302,4,87.86,906,338,3.2,17,0,17,70.60000000000001,1.2000000000000002,0.21,0,5.300000000000001,0.64,0.08700000000000001,1.05
2022,4,13,9,30,9.1,86,829,507,5,79.65,907,344,3.7,120,0,120,59.47,1.2000000000000002,0.21,0,5.800000000000001,0.64,0.08,1.03
2022,4,13,10,30,11.100000000000001,94,904,687,3,68.57000000000001,907,352,3.9000000000000004,173,0,173,48.97,1.2000000000000002,0.21,0,5.5,0.64,0.07200000000000001,1.02
2022,4,13,11,30,12.8,97,946,823,3,60.15,907,178,3.9000000000000004,410,95,483,39.89,1.2000000000000002,0.21,0,5.300000000000001,0.64,0.066,0.98
2022,4,13,12,30,14.100000000000001,99,968,905,2,55.51,907,180,3.9000000000000004,494,193,655,33.6,1.2000000000000002,0.21,0,5.300000000000001,0.64,0.062,0.92
2022,4,13,13,30,14.9,103,967,923,3,52.9,906,359,3.9000000000000004,472,129,581,31.91,1.2000000000000002,0.21,0,5.4,0.64,0.067,0.8300000000000001
2022,4,13,14,30,15.3,100,959,881,3,51.4,906,359,3.9000000000000004,457,124,558,35.5,1.2000000000000002,0.21,0,5.300000000000001,0.64,0.065,0.84
2022,4,13,15,30,15.3,95,935,779,5,50.88,906,179,4,326,4,328,43.02,1.2000000000000002,0.21,0,5.2,0.64,0.065,0.84
2022,4,13,16,30,14.8,88,884,623,3,51.85,906,1,4.1000000000000005,169,0,169,52.75,1.3,0.21,0,5,0.64,0.067,0.85
2022,4,13,17,30,14.100000000000001,77,800,433,2,53.81,907,4,3.8000000000000003,257,65,286,63.54,1.3,0.21,0,4.9,0.64,0.07,0.88
2022,4,13,18,30,12.3,58,643,227,0,61.09,907,7,2.8000000000000003,58,643,227,74.75,1.3,0.21,0,5,0.64,0.07,0.92
2022,4,13,19,30,10,25,275,44,3,75.43,908,12,2,15,0,15,85.91,1.3,0.21,7,5.9,0.64,0.069,0.9500000000000001
2022,4,13,20,30,8.5,0,0,0,1,80.96000000000001,908,21,2,0,0,0,97.06,1.3,0.21,0,5.4,0.64,0.067,0.98
2022,4,13,21,30,7.6000000000000005,0,0,0,0,85.32000000000001,909,31,2.2,0,0,0,107.37,1.2000000000000002,0.21,0,5.300000000000001,0.64,0.065,1
2022,4,13,22,30,6.7,0,0,0,0,90.73,909,41,2.2,0,0,0,116.53,1.2000000000000002,0.21,0,5.300000000000001,0.64,0.064,1
2022,4,13,23,30,5.800000000000001,0,0,0,1,97.72,909,45,2.1,0,0,0,123.86,1.2000000000000002,0.21,0,5.5,0.64,0.064,0.97
2022,4,14,0,30,5,0,0,0,0,100,909,46,1.8,0,0,0,128.49,1.1,0.21,0,5,0.64,0.066,0.9
2022,4,14,1,30,4.800000000000001,0,0,0,0,100,909,45,1.8,0,0,0,129.63,1.1,0.2,0,4.800000000000001,0.64,0.073,0.8300000000000001
2022,4,14,2,30,5.1000000000000005,0,0,0,0,100,909,39,2,0,0,0,127.06,1.2000000000000002,0.2,0,5.1000000000000005,0.64,0.081,0.74
2022,4,14,3,30,5.2,0,0,0,0,99.02,910,31,2.1,0,0,0,121.28,1.2000000000000002,0.2,0,5.1000000000000005,0.64,0.088,0.64
2022,4,14,4,30,5.1000000000000005,0,0,0,0,97.59,910,19,2,0,0,0,113.14,1.3,0.2,0,4.800000000000001,0.64,0.097,0.59
2022,4,14,5,30,5,0,0,0,0,97.07000000000001,910,9,1.9000000000000001,0,0,0,103.46000000000001,1.3,0.2,0,4.6000000000000005,0.64,0.10200000000000001,0.56
2022,4,14,6,30,5.2,0,0,0,0,95.03,910,6,2.1,0,0,0,92.83,1.4000000000000001,0.2,0,4.5,0.64,0.106,0.54
2022,4,14,7,30,6,49,360,101,0,90.88,910,12,2.2,49,360,101,81.59,1.4000000000000001,0.2,0,4.6000000000000005,0.64,0.111,0.54
2022,4,14,8,30,7.9,82,640,298,1,84.03,910,25,2.5,82,640,298,70.32000000000001,1.4000000000000001,0.2,0,5.4,0.64,0.112,0.54
2022,4,14,9,30,10.700000000000001,102,774,499,1,74.38,911,34,2.6,102,774,499,59.18,1.4000000000000001,0.2,0,6.300000000000001,0.64,0.113,0.54
2022,4,14,10,30,13.4,100,879,680,3,64.15,911,31,2.4000000000000004,375,87,432,48.660000000000004,1.5,0.2,0,6.800000000000001,0.64,0.082,0.55
2022,4,14,11,30,15.3,107,917,814,3,57.22,911,20,2.3000000000000003,455,162,581,39.56,1.5,0.2,0,6.9,0.64,0.082,0.53
2022,4,14,12,30,16.400000000000002,111,937,895,0,54.56,911,10,2.3000000000000003,111,937,895,33.24,1.5,0.2,0,7.2,0.64,0.082,0.54
2022,4,14,13,30,17.2,108,948,916,1,52.88,911,6,2.4000000000000004,108,948,916,31.560000000000002,1.5,0.2,0,7.5,0.64,0.074,0.53
2022,4,14,14,30,17.6,103,939,871,1,52.09,910,5,2.5,103,939,871,35.19,1.6,0.2,0,7.7,0.64,0.07100000000000001,0.54
2022,4,14,15,30,17.6,97,916,770,3,52.33,910,3,2.7,423,126,515,42.77,1.6,0.2,0,7.7,0.64,0.069,0.54
2022,4,14,16,30,17.400000000000002,88,872,619,3,52.78,910,2,2.7,353,101,414,52.53,1.6,0.2,0,7.7,0.64,0.067,0.55
2022,4,14,17,30,16.7,76,792,431,0,54.620000000000005,910,2,2.4000000000000004,76,792,431,63.34,1.6,0.2,0,7.5,0.64,0.066,0.56
2022,4,14,18,30,14.8,58,637,227,0,63.86,911,1,1.6,58,637,227,74.57000000000001,1.6,0.2,0,8,0.64,0.065,0.56
2022,4,14,19,30,12.5,25,265,45,1,79.45,911,1,1.1,25,265,45,85.73,1.5,0.2,0,9,0.64,0.065,0.56
2022,4,14,20,30,11.100000000000001,0,0,0,1,78.24,912,5,1.1,0,0,0,96.86,1.5,0.2,0,7.5,0.64,0.065,0.55
2022,4,14,21,30,10.200000000000001,0,0,0,0,79.76,912,12,1.1,0,0,0,107.15,1.5,0.2,0,6.9,0.64,0.066,0.55
2022,4,14,22,30,9.5,0,0,0,1,80.82000000000001,912,21,1.1,0,0,0,116.27,1.5,0.2,0,6.4,0.64,0.067,0.55
2022,4,14,23,30,9,0,0,0,0,82.36,912,33,1.1,0,0,0,123.55,1.5,0.2,0,6.2,0.64,0.07,0.55
2022,4,15,0,30,8.700000000000001,0,0,0,0,83.77,913,48,1,0,0,0,128.15,1.5,0.2,0,6.1000000000000005,0.64,0.07200000000000001,0.54
2022,4,15,1,30,8.5,0,0,0,0,84.87,912,65,0.8,0,0,0,129.27,1.4000000000000001,0.21,0,6.1000000000000005,0.64,0.075,0.54
2022,4,15,2,30,8.5,0,0,0,0,84.84,912,82,0.7000000000000001,0,0,0,126.7,1.4000000000000001,0.21,0,6.1000000000000005,0.64,0.078,0.54
2022,4,15,3,30,8.6,0,0,0,0,84.34,913,98,0.5,0,0,0,120.93,1.4000000000000001,0.21,0,6.1000000000000005,0.64,0.081,0.53
2022,4,15,4,30,8.4,0,0,0,0,85.56,913,108,0.5,0,0,0,112.82000000000001,1.4000000000000001,0.21,0,6.1000000000000005,0.64,0.083,0.54
2022,4,15,5,30,8.1,0,0,0,0,87.53,913,107,0.4,0,0,0,103.16,1.4000000000000001,0.21,0,6.2,0.64,0.085,0.54
2022,4,15,6,30,8.4,0,0,0,0,86.02,913,96,0.4,0,0,0,92.55,1.3,0.21,0,6.2,0.64,0.085,0.55
2022,4,15,7,30,10,45,427,109,0,79.28,914,85,0.4,45,427,109,81.31,1.3,0.21,0,6.6000000000000005,0.64,0.083,0.56
2022,4,15,8,30,12.8,72,696,309,0,69.8,914,58,0.6000000000000001,72,696,309,70.04,1.3,0.21,0,7.4,0.64,0.081,0.5700000000000001
2022,4,15,9,30,15.700000000000001,87,827,514,0,58.21,914,26,0.9,87,827,514,58.9,1.2000000000000002,0.21,0,7.5,0.64,0.078,0.5700000000000001
2022,4,15,10,30,17.8,98,894,692,0,49.5,914,10,1.1,98,894,692,48.36,1.2000000000000002,0.21,0,7.1000000000000005,0.64,0.078,0.59
2022,4,15,11,30,19,105,929,825,0,46,914,181,1.3,105,929,825,39.22,1.3,0.21,0,7.1000000000000005,0.64,0.078,0.61
2022,4,15,12,30,19.900000000000002,108,949,905,0,44.09,914,180,1.4000000000000001,108,949,905,32.88,1.3,0.21,0,7.300000000000001,0.64,0.077,0.62
2022,4,15,13,30,20.5,102,964,927,0,42.87,913,177,1.4000000000000001,102,964,927,31.2,1.3,0.21,0,7.4,0.64,0.066,0.7000000000000001
2022,4,15,14,30,20.8,100,956,884,0,42.28,913,348,1.6,100,956,884,34.89,1.3,0.21,0,7.5,0.64,0.065,0.71
2022,4,15,15,30,20.8,95,932,781,0,42.14,913,337,1.9000000000000001,95,932,781,42.53,1.3,0.21,0,7.5,0.64,0.065,0.72
2022,4,15,16,30,20.400000000000002,88,884,628,3,42.730000000000004,913,331,2.1,344,72,388,52.32,1.3,0.21,0,7.300000000000001,0.64,0.067,0.72
2022,4,15,17,30,19.400000000000002,76,803,439,0,45.17,914,331,2,76,803,439,63.15,1.3,0.21,0,7.2,0.64,0.068,0.72
2022,4,15,18,30,17,58,651,233,0,55.43,914,336,1.4000000000000001,58,651,233,74.39,1.3,0.21,0,8,0.64,0.067,0.75
2022,4,15,19,30,14.200000000000001,26,299,49,0,73.14,914,346,1.1,26,299,49,85.55,1.2000000000000002,0.21,0,9.5,0.64,0.063,0.78
2022,4,15,20,30,12.8,0,0,0,0,67.35,915,180,1.2000000000000002,0,0,0,96.66,1.2000000000000002,0.21,0,6.9,0.64,0.06,0.8
2022,4,15,21,30,12,0,0,0,0,66.76,915,14,1.2000000000000002,0,0,0,106.92,1.1,0.21,0,6,0.64,0.058,0.8
2022,4,15,22,30,11.3,0,0,0,0,67,915,27,1.2000000000000002,0,0,0,116.01,1.1,0.21,0,5.4,0.64,0.058,0.8
2022,4,15,23,30,10.5,0,0,0,0,69.57000000000001,915,37,1.1,0,0,0,123.25,1,0.21,0,5.2,0.64,0.059000000000000004,0.79
2022,4,16,0,30,10,0,0,0,0,72.4,915,43,1.1,0,0,0,127.81,1,0.21,0,5.300000000000001,0.64,0.06,0.8
2022,4,16,1,30,9.9,0,0,0,0,73.35000000000001,915,46,1,0,0,0,128.91,1,0.21,0,5.4,0.64,0.06,0.81
2022,4,16,2,30,9.9,0,0,0,0,73.74,915,44,0.9,0,0,0,126.34,1,0.21,0,5.4,0.64,0.06,0.84
2022,4,16,3,30,9.600000000000001,0,0,0,0,76.44,915,37,0.8,0,0,0,120.59,1,0.21,0,5.7,0.64,0.06,0.87
2022,4,16,4,30,9.200000000000001,0,0,0,0,79.57000000000001,915,31,0.8,0,0,0,112.5,1,0.21,0,5.9,0.64,0.06,0.9
2022,4,16,5,30,8.700000000000001,0,0,0,0,83.04,915,29,0.9,0,0,0,102.86,1,0.21,0,6,0.64,0.06,0.93
2022,4,16,6,30,8.9,0,0,0,0,82.33,915,29,0.8,0,0,0,92.26,1,0.21,0,6.1000000000000005,0.64,0.061,0.9400000000000001
2022,4,16,7,30,10.9,41,508,120,0,74.98,915,29,1,41,508,120,81.04,1,0.21,0,6.6000000000000005,0.64,0.062,0.96
2022,4,16,8,30,14.100000000000001,65,749,324,0,65.06,915,22,1.6,65,749,324,69.77,1,0.21,0,7.6000000000000005,0.64,0.063,0.97
2022,4,16,9,30,16.900000000000002,80,861,528,0,52.49,915,13,2.4000000000000004,80,861,528,58.61,1,0.21,0,7.1000000000000005,0.64,0.064,0.97
2022,4,16,10,30,18.900000000000002,90,918,704,0,44.29,915,6,2.9000000000000004,90,918,704,48.06,1.1,0.21,0,6.5,0.64,0.065,0.98
2022,4,16,11,30,20,96,953,838,0,42.24,915,179,3.1,96,953,838,38.89,1.1,0.21,0,6.800000000000001,0.64,0.065,0.99
2022,4,16,12,30,20.700000000000003,100,971,919,0,41.72,914,353,3.3000000000000003,100,971,919,32.52,1.1,0.21,0,7.2,0.64,0.065,1.01
2022,4,16,13,30,21.3,93,983,937,0,41.17,914,349,3.4000000000000004,93,983,937,30.85,1.2000000000000002,0.21,0,7.6000000000000005,0.64,0.053,1.23
2022,4,16,14,30,21.5,91,975,893,0,41.050000000000004,914,347,3.5,91,975,893,34.59,1.2000000000000002,0.21,0,7.7,0.64,0.053,1.24
2022,4,16,15,30,21.400000000000002,87,952,791,0,41.35,913,347,3.5,87,952,791,42.28,1.2000000000000002,0.21,0,7.7,0.64,0.053,1.23
2022,4,16,16,30,20.900000000000002,80,910,639,0,42.51,913,348,3.4000000000000004,80,910,639,52.11,1.2000000000000002,0.21,0,7.7,0.64,0.053,1.21
2022,4,16,17,30,19.900000000000002,70,833,449,0,44.46,913,351,2.8000000000000003,70,833,449,62.97,1.2000000000000002,0.21,0,7.4,0.64,0.054,1.1500000000000001
2022,4,16,18,30,17.400000000000002,55,689,242,0,56.95,913,355,1.7000000000000002,55,689,242,74.2,1.1,0.21,0,8.8,0.64,0.056,1.07
2022,4,16,19,30,14.4,26,333,53,0,75.31,913,185,1.2000000000000002,26,333,53,85.36,1.1,0.21,0,10.100000000000001,0.64,0.059000000000000004,0.99
2022,4,16,20,30,12.700000000000001,0,0,0,0,72.64,913,19,1.3,0,0,0,96.45,1.1,0.21,0,7.9,0.64,0.063,0.9400000000000001
2022,4,16,21,30,11.600000000000001,0,0,0,0,75.49,914,34,1.3,0,0,0,106.69,1.1,0.21,0,7.4,0.64,0.066,0.9
2022,4,16,22,30,10.4,0,0,0,0,79.14,914,45,1.4000000000000001,0,0,0,115.75,1.1,0.21,0,6.9,0.64,0.068,0.9
2022,4,16,23,30,9.3,0,0,0,0,82.41,913,52,1.4000000000000001,0,0,0,122.95,1,0.21,0,6.5,0.64,0.069,0.9
2022,4,17,0,30,8.4,0,0,0,0,84.75,913,55,1.3,0,0,0,127.47,1,0.21,0,6,0.64,0.069,0.92
2022,4,17,1,30,7.7,0,0,0,0,85.99,913,53,1.1,0,0,0,128.56,0.9,0.21,0,5.5,0.64,0.066,0.9400000000000001
2022,4,17,2,30,7,0,0,0,0,87.28,913,47,1,0,0,0,125.99000000000001,0.8,0.21,0,5,0.64,0.063,0.9500000000000001
2022,4,17,3,30,6.5,0,0,0,0,86.73,912,41,0.9,0,0,0,120.25,0.7000000000000001,0.21,0,4.4,0.64,0.06,0.97
2022,4,17,4,30,6.5,0,0,0,0,82.58,912,37,0.8,0,0,0,112.18,0.6000000000000001,0.21,0,3.7,0.64,0.057,0.98
2022,4,17,5,30,6.5,0,0,0,0,77.87,912,32,0.6000000000000001,0,0,0,102.57000000000001,0.6000000000000001,0.21,0,2.9000000000000004,0.64,0.055,1
2022,4,17,6,30,7.2,0,0,0,0,70.36,912,19,0.4,0,0,0,91.98,0.6000000000000001,0.21,0,2.2,0.64,0.054,1.01
2022,4,17,7,30,9.4,40,560,130,1,65.13,912,170,0.5,40,560,130,80.77,0.6000000000000001,0.21,0,3.2,0.64,0.053,1.02
2022,4,17,8,30,12.5,62,792,339,0,53.300000000000004,912,327,0.9,62,792,339,69.5,0.6000000000000001,0.21,0,3.3000000000000003,0.64,0.053,1.03
2022,4,17,9,30,15.8,77,896,547,8,42.39,912,325,1.7000000000000002,221,429,446,58.33,0.6000000000000001,0.21,0,3,0.64,0.055,1.05
2022,4,17,10,30,18.3,88,945,723,8,32.9,912,330,2.5,249,522,600,47.76,0.7000000000000001,0.21,0,1.7000000000000002,0.64,0.059000000000000004,1.06
2022,4,17,11,30,19.5,96,975,858,8,32.31,912,331,2.8000000000000003,340,438,683,38.57,0.7000000000000001,0.21,0,2.5,0.64,0.062,1.07
2022,4,17,12,30,20.400000000000002,101,985,934,7,32.7,911,330,3,306,553,773,32.17,0.8,0.21,0,3.5,0.64,0.065,1.08
2022,4,17,13,30,20.8,103,981,949,7,33.480000000000004,911,330,3.1,354,481,768,30.51,0.9,0.21,0,4.1000000000000005,0.64,0.069,1.1400000000000001
2022,4,17,14,30,20.700000000000003,106,964,903,7,34.29,911,331,3.1,355,382,670,34.29,0.9,0.21,0,4.4,0.64,0.078,1.16
2022,4,17,15,30,20.200000000000003,105,930,795,7,35.24,910,333,3,320,411,625,42.04,1,0.21,0,4.3,0.64,0.085,1.18
2022,4,17,16,30,19.700000000000003,96,883,641,8,35.72,910,339,2.7,212,537,543,51.910000000000004,1,0.21,0,4.1000000000000005,0.64,0.08600000000000001,1.21
2022,4,17,17,30,18.6,83,804,451,8,39.82,910,349,2,221,240,331,62.78,1,0.21,0,4.7,0.64,0.085,1.23
2022,4,17,18,30,16.400000000000002,63,656,244,8,56.52,909,182,1.3,118,23,125,74.02,0.9,0.21,0,7.7,0.64,0.085,1.23
2022,4,17,19,30,14,29,315,55,8,67.62,909,17,1.2000000000000002,26,1,26,85.18,0.9,0.21,7,8.1,0.64,0.082,1.24
2022,4,17,20,30,12.600000000000001,0,0,0,3,65.29,910,31,1.3,0,0,0,96.25,0.8,0.21,0,6.300000000000001,0.64,0.079,1.25
2022,4,17,21,30,11.4,0,0,0,8,69.12,910,39,1.6,0,0,0,106.46000000000001,0.8,0.21,0,5.9,0.64,0.076,1.26
2022,4,17,22,30,9.9,0,0,0,8,76.45,910,44,1.7000000000000002,0,0,0,115.49000000000001,0.9,0.21,0,6,0.64,0.074,1.27
2022,4,17,23,30,8.5,0,0,0,5,84.35000000000001,910,50,1.7000000000000002,0,0,0,122.66,0.9,0.21,0,6,0.64,0.074,1.26
2022,4,18,0,30,7.5,0,0,0,1,91.76,910,56,1.7000000000000002,0,0,0,127.14,1,0.21,0,6.2,0.64,0.073,1.22
2022,4,18,1,30,6.7,0,0,0,1,99.10000000000001,910,62,1.6,0,0,0,128.2,1,0.21,0,6.6000000000000005,0.64,0.074,1.18
2022,4,18,2,30,6.1000000000000005,0,0,0,4,100,910,68,1.5,0,0,0,125.63000000000001,1,0.21,0,6.1000000000000005,0.64,0.078,1.1400000000000001
2022,4,18,3,30,5.5,0,0,0,1,100,909,73,1.5,0,0,0,119.92,1,0.21,0,5.5,0.64,0.08,1.12
2022,4,18,4,30,5,0,0,0,1,100,909,77,1.3,0,0,0,111.87,1,0.21,0,5,0.64,0.079,1.11
2022,4,18,5,30,4.7,0,0,0,1,100,909,79,1.2000000000000002,0,0,0,102.27,1,0.21,0,4.7,0.64,0.078,1.11
2022,4,18,6,30,5.7,0,0,0,1,94.61,908,82,1.3,0,0,0,91.7,1,0.21,0,4.9,0.64,0.077,1.1
2022,4,18,7,30,8.4,44,506,127,0,79.41,908,86,1.6,44,506,127,80.5,1,0.21,0,5,0.64,0.074,1.1
2022,4,18,8,30,11.700000000000001,67,747,332,0,63.050000000000004,908,86,1.6,67,747,332,69.23,1,0.21,0,4.9,0.64,0.07,1.09
2022,4,18,9,30,15.4,81,857,534,0,51.99,908,66,1,81,857,534,58.06,1.1,0.21,0,5.6000000000000005,0.64,0.068,1.09
2022,4,18,10,30,18.5,90,919,711,0,39.97,908,171,0.6000000000000001,90,919,711,47.47,1.1,0.21,0,4.6000000000000005,0.64,0.067,1.1
2022,4,18,11,30,20.1,96,953,845,0,36.6,908,287,0.9,96,953,845,38.24,1.1,0.21,0,4.800000000000001,0.64,0.067,1.11
2022,4,18,12,30,21,100,966,921,0,36.4,907,284,1.3,100,966,921,31.82,1.2000000000000002,0.21,0,5.5,0.64,0.068,1.12
2022,4,18,13,30,21.400000000000002,99,972,940,0,36.68,906,287,1.7000000000000002,99,972,940,30.16,1.2000000000000002,0.21,0,6,0.64,0.066,1.23
2022,4,18,14,30,21.6,99,958,893,0,36.86,906,291,1.9000000000000001,99,958,893,34,1.3,0.21,0,6.2,0.64,0.069,1.24
2022,4,18,15,30,21.5,97,930,790,0,37.12,905,296,2,97,930,790,41.800000000000004,1.3,0.21,0,6.2,0.64,0.073,1.24
2022,4,18,16,30,21,92,876,634,0,38.09,905,302,1.9000000000000001,92,876,634,51.7,1.4000000000000001,0.21,0,6.2,0.64,0.08,1.23
